Ticker,Sector,Industry,MarketCap,TrailingPE,ForwardPE,PriceToBook,DividendYield,Beta,ProfitMargin,OperatingMargin,ReturnOnAssets,ReturnOnEquity,RevenueGrowth,DebtToEquity
ROL,Consumer Cyclical,Personal Services,21646604288.0,41.247704,32.21807,15.742297,1.62,0.727,,,0.14981,0.38671002,0.102,77.235
ROP,Technology,Software - Application,33328463872.0,20.615168,13.8441515,1.7971106,1.1,0.762,,,0.04319,0.09012,0.113,55.606
ROST,Consumer Cyclical,Apparel Retail,74677837824.0,32.46862,27.180574,11.853361,0.76,0.866,,,0.12161,0.38981998,0.206,74.911
RCL,Consumer Cyclical,Travel Services,83813613568.0,19.078756,15.611833,8.54366,1.6,1.784,,,0.0808,0.49576,0.113,217.312
SPGI,Financial Services,Financial Data & Stock Exchanges,121632325632.0,25.974716,18.485395,3.9018555,0.94,1.076,,,0.06919,0.13939999,0.104,38.392
CRM,Technology,Software - Application,124307816448.0,17.56713,9.795158,3.6310136,1.16,1.151,,,0.05703,0.16908,0.133,124.282
SNDK,Technology,Computer Hardware,323539107840.0,74.615776,11.935524,23.469728,,,,,0.22823,0.39297,2.51,1.503
SBAC,Real Estate,REIT - Specialty,19819995136.0,19.691254,23.05554,-4.1712055,2.68,0.978,,,0.08568,,0.059,
SLB,Energy,Oil & Gas Equipment & Services,71897325568.0,21.185022,14.371268,2.7465873,2.45,0.708,,,0.06467,0.14066,0.027,42.515
STX,Technology,Computer Hardware,242141790208.0,102.023834,39.507538,219.30942,0.28,2.083,,,0.24664,17.8797,0.441,381.553
SRE,Utilities,Utilities - Diversified,59284725760.0,30.84694,16.378786,1.8736442,2.9,0.576,,,0.01809,0.05689,-0.039,85.267
NOW,Technology,Software - Application,98015518720.0,56.57143,18.907074,8.357369,,0.927,,,0.056560002,0.1607,0.221,20.728
SHW,Basic Materials,Specialty Chemicals,79118237696.0,30.756472,24.224077,17.751648,1.0,1.126,,,0.09445,0.60723,0.068,329.521
SPG,Real Estate,REIT - Retail,80301096960.0,14.706333,31.509481,14.223314,4.16,1.346,,,0.05562,1.1359,0.193,457.473
SWKS,Technology,Semiconductors,10896912384.0,30.187498,14.101612,1.8898685,3.92,1.483,,,0.03537,0.06171,-0.01,20.632
SJM,Consumer Defensive,Packaged Foods,11824564224.0,,10.345366,2.1329486,3.97,0.264,,,0.05065,-0.02386,0.058,128.609
SW,Consumer Cyclical,Packaging & Containers,23181312000.0,61.38889,13.916131,1.2819769,4.09,0.96,,,0.03013,0.02113,0.007,78.831
SNA,Industrials,Tools & Accessories,20060291072.0,20.002583,18.18502,3.366484,2.52,0.736,,,0.099180005,0.18202,0.052,21.731
SOLV,Healthcare,Medical Instruments & Supplies,13062568960.0,9.232558,10.70456,2.634189,,0.746,,,0.02747,0.34794998,-0.03,106.46
SO,Utilities,Utilities - Regulated Electric,104940453888.0,23.808182,18.932121,2.8269055,3.27,0.339,,,0.03237,0.109910004,0.08,190.431
LUV,Industrials,Airlines,23446476800.0,31.980001,10.594409,3.4103513,1.5,1.156,,,0.01936,0.10062,0.128,93.033
SWK,Industrials,Tools & Accessories,13485770752.0,35.553276,13.975637,1.5021645,3.83,1.202,,,0.03329,0.04165,0.027,77.606
SBUX,Consumer Cyclical,Restaurants,114710806528.0,76.83207,33.4271,-13.548257,2.46,0.977,,,0.07377,,0.088,
STT,Financial Services,Asset Management,46582661120.0,17.087309,12.183107,1.9344198,2.0,1.451,,,0.00801,0.11261,-0.028,
STLD,Basic Materials,Steel,36040216576.0,26.728342,14.000528,4.0439167,0.85,1.522,,,0.06657,0.15247,0.191,45.994
STE,Healthcare,Medical Devices,19745900544.0,25.582071,16.634647,2.7584,1.24,0.923,,,0.06652,0.11368,0.073,28.999
SYK,Healthcare,Medical Devices,117998436352.0,35.583817,18.40494,5.135049,1.14,0.785,,,0.07716,0.152,0.026,66.295
SMCI,Technology,Computer Hardware,19833126912.0,16.136843,9.667014,2.4339128,,1.869,,,0.05524,0.17877,1.227,120.798
SYF,Financial Services,Credit Services,25315225600.0,7.7908907,7.1757317,1.6625799,1.59,1.321,,,0.02957,0.2178,0.061,
SNPS,Technology,Software - Infrastructure,87220748288.0,104.2357,26.412212,2.8612258,,1.214,,,0.014939999,0.03824,0.419,35.574
SYY,Consumer Defensive,Food Distribution,37632966656.0,21.86111,15.89321,16.509335,2.8,0.66,,,0.08294,0.81894994,0.047,670.44
TMUS,Communication Services,Telecom Services,196604116992.0,19.306057,12.999233,3.530315,2.25,0.301,,,0.05865,0.18024999,0.106,218.569
TROW,Financial Services,Asset Management,23065800704.0,11.550429,11.168541,2.1463037,4.83,1.519,,,0.10848,0.18688999,0.053,3.87
TTWO,Communication Services,Electronic Gaming & Multimedia,44426317824.0,,23.74766,12.670373,,0.982,,,-0.00535,-0.105579995,0.061,84.26
TPR,Consumer Cyclical,Luxury Goods,28993417216.0,43.617023,18.537226,42.54373,1.11,1.446,,,0.16443,0.60914004,0.212,574.912
TRGP,Energy,Oil & Gas Midstream,55502618624.0,26.385712,21.013317,18.092638,1.64,0.71,,,0.09126,0.74097997,-0.102,585.249
TGT,Consumer Defensive,Discount Stores,59380948992.0,17.270805,14.669105,3.6218076,3.55,0.991,,,0.056750003,0.22015,0.067,117.548
TEL,Technology,Electronic Components,63528202240.0,22.230848,17.211546,4.804415,1.37,1.163,,,0.0955,0.22719999,0.145,43.798
TDY,Technology,Scientific & Technical Instruments,28704606208.0,31.355263,23.778822,2.721694,,0.939,,,0.04893,0.09049,0.076,23.133
TER,Technology,Semiconductor Equipment & Materials,68552945664.0,81.24676,46.216763,21.805508,0.12,1.794,,,0.15835,0.2875,0.87,2.621
TSLA,Consumer Cyclical,Auto Manufacturers,1504129843200.0,370.82404,160.1992,18.28972,,1.798,,,0.022330001,0.04901,0.158,18.738
TXN,Technology,Semiconductors,293832556544.0,55.28424,34.137913,17.511524,1.76,1.309,,,0.12161,0.32347,0.186,83.741
TPL,Energy,Oil & Gas E&P,24493508608.0,48.778843,4.856537,15.742086,0.68,0.611,,,0.25188,0.36466,0.208,1.156
TXT,Industrials,Aerospace & Defense,15557847040.0,17.074429,12.261674,1.9439013,0.09,0.907,,,0.04557,0.12254,0.118,52.674
TMO,Healthcare,Diagnostics & Research,172659048448.0,25.514004,17.050484,3.2729156,0.4,0.874,,,0.04997,0.13523,0.062,82.903
TJX,Consumer Cyclical,Apparel Retail,180961624064.0,31.86965,28.443285,17.797695,1.17,0.619,,,0.13871999,0.6125,0.092,136.307
TKO,Communication Services,Entertainment,37992083456.0,74.17164,42.63817,4.4139004,1.56,0.616,,,0.03852,0.06736,0.259,58.229
TTD,Communication Services,Advertising Agencies,8701705216.0,21.034092,8.613389,3.5534651,,1.018,,,0.06573,0.16735001,0.118,17.264
TSCO,Consumer Cyclical,Specialty Retail,15859355648.0,14.896552,13.128475,6.173949,3.17,0.459,,,0.08229999,0.45504,0.036,254.949
TT,Industrials,Building Products & Equipment,106858217472.0,36.90076,28.393272,12.446893,0.87,1.212,,,0.11342,0.36630002,0.06,53.597
TDG,Industrials,Aerospace & Defense,74297139200.0,41.496723,28.286777,-8.081367,,0.895,,,0.11769,,0.183,
TRV,Financial Services,Insurance - Property & Casualty,65454161920.0,9.182876,10.778273,2.0459018,1.62,0.495,,,0.04442,0.25272,0.01,28.975
TRMB,Technology,Scientific & Technical Instruments,11459762176.0,25.73822,12.058831,2.0205507,,1.373,,,0.046529997,0.08252,0.118,25.062
TFC,Financial Services,Banks - Regional,60213350400.0,11.962872,9.442921,1.0154428,4.3,0.884,,,0.010190001,0.08579001,0.052,
TYL,Technology,Software - Application,11474512896.0,38.470345,18.947163,3.32717,,0.814,,,0.04676,0.08930001,0.086,1.348
TSN,Consumer Defensive,Farm Products,19529097216.0,43.669292,12.260146,1.0790722,3.68,0.382,,,0.0247,0.02619,0.044,44.41
USB,Financial Services,Banks - Regional,90566516736.0,12.188679,10.293363,1.5488719,3.58,0.999,,,0.0113699995,0.123500004,0.046,
UBER,Technology,Software - Application,145830313984.0,17.776674,16.2124,5.894356,,1.12,,,0.06943,0.3531,0.145,48.113
UDR,Real Estate,REIT - Residential,13916568576.0,25.551022,67.071434,3.7993124,4.61,0.712,,,0.02214,0.123500004,0.042,142.368
ULTA,Consumer Cyclical,Specialty Retail,19608715264.0,17.096327,14.328851,7.185979,,0.86,,,0.15326001,0.47449002,0.111,89.209
UNP,Industrials,Railroads,152513052672.0,21.142387,18.748367,7.8537364,2.15,0.974,,,0.09137999,0.40686,0.032,162.246
UAL,Industrials,Airlines,38403088384.0,10.583184,8.322191,2.43557,,1.291,,,0.041360002,0.25726998,0.106,195.081
UPS,Industrials,Integrated Freight & Logistics,89131655168.0,16.967638,13.103634,5.486318,6.26,1.037,,,0.07194,0.33353,-0.016,181.508
URI,Industrials,Rental & Leasing Services,67458441216.0,27.546944,19.939117,7.5321946,0.73,1.82,,,0.088649996,0.28237,0.072,167.473
UNH,Healthcare,Healthcare Plans,364129550336.0,30.215523,19.156704,3.7195497,2.31,0.65,,,0.03783,0.121759996,0.02,73.982
UHS,Healthcare,Medical Care Facilities,8545916928.0,5.8919034,5.5693874,1.1448196,0.57,1.081,,,0.08354,0.21369,0.096,67.405
VLO,Energy,Oil & Gas Refining & Marketing,70165217280.0,17.273392,11.055075,2.9774206,2.03,0.553,,,0.06487,0.1585,0.066,42.664
VEEV,Healthcare,Health Information Services,24902557696.0,27.180853,15.2766695,3.4799783,,0.949,,,0.07298,0.13934,0.163,1.411
VTR,Real Estate,REIT - Healthcare Facilities,39671447552.0,148.36363,96.37757,3.0221102,2.45,0.734,,,0.022119999,0.0214,0.219,93.736
VLTO,Industrials,Pollution & Treatment Controls,20635248640.0,21.654638,18.064775,6.867184,0.62,0.848,,,0.11322,0.36463,0.068,95.542
VRSN,Technology,Software - Infrastructure,24082241536.0,29.24199,25.25866,-10.892329,1.22,0.688,,,0.52069,,0.066,
VRSK,Industrials,Consulting Services,22771595264.0,26.534351,20.07545,77.83251,1.15,0.695,,,0.17999001,,0.039,
VZ,Communication Services,Telecom Services,189445095424.0,11.065854,8.61586,1.8337982,6.24,0.22,,,0.0508,0.17198,0.029,192.045
VRTX,Healthcare,Biotechnology,114626142208.0,26.802967,21.034056,5.928537,,0.31,,,0.12142,0.24197,0.078,10.26
VRT,Industrials,Electrical Equipment & Parts,127927427072.0,83.2625,37.62792,32.325535,0.08,2.037,,,0.111499995,0.45097,0.301,76.913
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,17899175936.0,,5.7679605,1.2027545,3.12,0.901,,,0.02306,-0.01957,0.081,99.675
VICI,Real Estate,REIT - Diversified,28297783296.0,9.0,8.954004,0.9966249,6.85,0.676,,,0.05381,0.11331,0.035,61.853
V,Financial Services,Credit Services,622326579200.0,28.480417,22.015978,17.55391,0.82,0.765,,,0.19193001,0.60349,0.171,67.233
VST,Utilities,Utilities - Independent Power Producers,55213629440.0,27.382942,14.910423,21.120857,0.56,1.405,,,0.06022,0.42898,0.434,355.187
VMC,Basic Materials,Building Materials,39294967808.0,35.839054,27.951813,4.639377,0.69,1.06,,,0.06059,0.13458,0.074,61.249
WRB,Financial Services,Insurance - Property & Casualty,25009551360.0,14.233051,13.948583,2.5707943,0.6,0.311,,,0.03672,0.20164,0.04,31.76
GWW,Industrials,Industrial Distribution,64465268736.0,36.763866,27.09677,16.40822,0.68,1.052,,,0.19511,0.46129,0.101,64.034
WAB,Industrials,Railroads,46462746624.0,38.786118,22.528454,4.1927085,0.45,0.942,,,0.06041,0.11305001,0.13,62.03
WMT,Consumer Defensive,Discount Stores,932527669248.0,41.260563,35.647144,9.37365,0.84,0.599,,,0.06835,0.24132,0.073,74.816
DIS,Communication Services,Entertainment,180406173696.0,16.6224,13.857894,1.6676565,1.44,1.394,,,0.04449,0.1101,0.065,41.069
WBD,Communication Services,Entertainment,65686986752.0,,-3603.8516,2.0161602,,1.55,,,0.01391,-0.049590003,-0.01,96.318
WM,Industrials,Waste Management,86178160640.0,31.056442,23.206472,8.614669,1.65,0.457,,,0.065960005,0.29936,0.035,228.408
WAT,Healthcare,Diagnostics & Research,34899181568.0,45.221375,21.596949,2.2817233,,1.202,,,0.03313,0.05212,0.914,36.634
WEC,Utilities,Utilities - Regulated Electric,36536647680.0,22.478958,18.685501,2.6816325,3.4,0.47,,,0.030439999,0.11679,0.09,153.184
WFC,Financial Services,Banks - Diversified,251547566080.0,12.704791,10.406249,1.545287,2.19,0.93,,,0.01051,0.12028,0.057,
WELL,Real Estate,REIT - Healthcare Facilities,145877204992.0,99.83092,61.502975,3.4164364,1.43,0.78,,,0.0074400003,0.03665,0.383,44.486
WST,Healthcare,Medical Instruments & Supplies,23168878592.0,43.843586,34.315235,7.7753806,0.27,1.182,,,0.11214,0.19131,0.21,10.734
WDC,Technology,Computer Hardware,257212153856.0,44.63098,41.333405,35.679176,0.08,2.2,,,0.14648,0.85920995,0.455,17.81
WY,Real Estate,REIT - Specialty,17535756288.0,43.42857,34.892395,1.857765,3.45,0.912,,,0.00721,0.04161,-0.02,57.729
WSM,Consumer Cyclical,Specialty Retail,26719059968.0,25.43946,22.095402,12.941712,1.34,1.512,,,0.17356001,0.54007,0.044,79.878
WMB,Energy,Oil & Gas Midstream,89425633280.0,32.070175,28.475294,6.995791,2.87,0.601,,,0.048860002,0.19656,0.09,199.855
WTW,Financial Services,Insurance Brokers,24103122944.0,14.994124,11.501407,3.0421877,1.5,0.45,,,0.050890002,0.20611,0.085,85.693
WDAY,Technology,Software - Application,28878608384.0,36.313663,9.250645,3.882138,,1.081,,,0.04343,0.10858,0.135,56.936
WYNN,Consumer Cyclical,Resorts & Casinos,10952612864.0,30.237822,19.527151,-39.259674,0.95,0.984,,,0.05599,,0.092,
XEL,Utilities,Utilities - Regulated Electric,48324710400.0,22.30836,17.081024,2.0446923,3.06,0.408,,,0.02338,0.0959,0.029,164.845
XYL,Industrials,Specialty Industrial Machinery,26483808256.0,27.716417,18.286589,2.3640993,1.54,1.04,,,0.05006,0.08724,0.027,18.354
YUM,Consumer Cyclical,Restaurants,41891672064.0,24.514517,20.2798,-5.7476177,1.97,0.574,,,0.23302001,,0.152,
ZBRA,Technology,Communication Equipment,11240527872.0,28.5,11.395804,3.2903414,,1.626,,,0.06361,0.11781,0.143,82.104
ZBH,Healthcare,Medical Devices,17018894336.0,22.790157,9.785742,1.3424591,1.09,0.472,,,0.040960003,0.060650002,0.093,59.827
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,32997445632.0,12.903278,10.6016865,10.040821,2.69,0.741,,,0.15525,0.67748,0.029,286.236
